date,subtheatre,region,productgroup,productlinecode,ordertype,bookingquantity,bookingamt,total_list
2019-04-24,North America,Canada,WIR,6H,SH,9,"10,185.62","11,458.62"
2019-04-22,North America,Canada,WIR,6H,ZCRN,89,0,0
2019-04-05,North America,U.S. Central,WIR,6H,SH,43,"55,079.66","1,55,526.00"
2019-04-08,North America,U.S. Central,WIR,6H,ZCRN,24,-679.41,"-1,588.60"
2019-04-17,North America,U.S. Central,WIR,6H,ZOR,0,0,0
2019-04-09,North America,U.S. East,WIR,6H,SH,27,"49,154.92","98,380.00"
2019-04-08,North America,U.S. East,WIR,6H,ZCMN,1,0,0
2019-04-28,North America,U.S. East,WIR,6H,ZCRN,65,0,0
2019-04-06,North America,U.S. Federal,WIR,6H,ZCRN,17,0,0
2019-04-01,North America,U.S. West,WIR,6H,SH,11,"33,802.35","51,874.00"
2019-04-14,North America,U.S. West,WIR,6H,ZCRN,25,0,0
2019-04-09,North America,Canada,WIR,I5,SH,1385,"4,14,177.80","8,94,864.87"
2019-04-06,North America,Canada,WIR,I5,ZCR,0,-305.41,-643
2019-04-27,North America,Canada,WIR,I5,ZDR,0,305.41,643
2019-04-03,North America,U.S. Central,WIR,I5,SH,1827,"4,48,795.93","9,83,644.00"
2019-04-08,North America,U.S. Central,WIR,I5,ZCMN,1,0,0
2019-04-27,North America,U.S. Central,WIR,I5,ZCRN,71,-256.15,-256.15
2019-04-17,North America,U.S. Central,WIR,I5,ZOR,72,"22,347.84","56,890.14"
2019-04-03,North America,U.S. East,WIR,I5,SH,1784,"5,59,180.17","12,44,530.00"
2019-04-25,North America,U.S. East,WIR,I5,ZCRN,152,-260.75,-223.98
2019-04-14,North America,U.S. East,WIR,I5,ZCRP,5,0,0
2019-04-16,North America,U.S. East,WIR,I5,ZOR,203,"39,421.90","1,01,821.44"
2019-04-09,North America,U.S. East,WIR,I5,ZRE,0,0,0
2019-04-24,North America,U.S. West,WIR,I5,SH,1055,"3,28,665.93","6,99,871.00"
2019-04-01,North America,U.S. West,WIR,I5,ZCRN,21,-180.45,-180.45
2019-04-20,North America,U.S. West,WIR,I5,ZOR,3,769,990.98
2019-04-19,North America,US-HSE,WIR,I5,SH,2,267.5,535
2019-04-23,North America,Canada,WIRL,3P,SH,20,"1,987.94","5,224.60"
2019-04-11,North America,U.S. Central,WIRL,3P,SH,42,"1,819.20","5,220.00"
2019-04-21,North America,U.S. Central,WIRL,3P,ZCRN,13,0,0
2019-04-18,North America,U.S. East,WIRL,3P,SH,94,"9,011.37","22,855.00"
2019-04-03,North America,U.S. East,WIRL,3P,ZCRN,-3,"-1,725.96","-2,157.45"
2019-04-19,North America,U.S. West,WIRL,3P,SH,18,"1,610.65","4,535.00"
2019-04-15,North America,Canada,WIRL,VL,SH,18578,"23,82,831.61","81,59,271.94"
2019-04-15,North America,Canada,WIRL,VL,ZCRN,7,0,0
2019-04-20,North America,Canada,WIRL,VL,ZDR,0,"4,471.15","47,047.70"
2019-04-25,North America,Canada,WIRL,VL,ZOR,5059,"1,84,172.09","7,40,417.91"
2019-04-03,North America,U.S. Central,WIRL,VL,SH,30607,"57,30,820.46","1,73,32,830.88"
2019-04-22,North America,U.S. Central,WIRL,VL,ZCRN,17,0,0
2019-04-05,North America,U.S. Central,WIRL,VL,ZOR,501,"4,71,322.53","6,43,434.83"
2019-04-25,North America,U.S. Central,WIRL,VL,ZRE,-1,-920.25,-920.25
2019-04-02,North America,U.S. East,WIRL,VL,SH,54220,"93,22,978.48","2,91,66,183.26"
2019-04-13,North America,U.S. East,WIRL,VL,ZCRN,81,0,450.94
2019-04-28,North America,U.S. East,WIRL,VL,ZDR,0,"1,521.00","5,070.00"
2019-04-23,North America,U.S. East,WIRL,VL,ZOR,2032,"7,65,402.57","18,58,639.68"
2019-04-28,North America,U.S. East,WIRL,VL,ZRE,-23,"-8,074.00","-20,185.00"
2019-04-20,North America,U.S. Federal,WIRL,VL,SH,14469,"23,94,698.86","77,01,429.96"
2019-04-25,North America,U.S. Federal,WIRL,VL,ZCR,0,"-2,90,482.50","-5,28,150.00"
2019-04-25,North America,U.S. Federal,WIRL,VL,ZDR,0,"2,90,482.50","5,28,150.00"
2019-04-28,North America,U.S. Federal,WIRL,VL,ZOR,96,"3,600.00","7,200.00"
2019-04-09,North America,U.S. West,WIRL,VL,SH,32038,"49,21,881.15","1,44,52,272.94"
2019-04-14,North America,U.S. West,WIRL,VL,ZCR,-9,"-4,878.60","-13,938.86"
2019-04-02,North America,U.S. West,WIRL,VL,ZCRN,2,0,0
2019-04-11,North America,U.S. West,WIRL,VL,ZDR,0,"8,305.00","22,410.00"
2019-04-02,North America,U.S. West,WIRL,VL,ZOR,2640,"5,41,931.62","14,64,353.78"
2019-04-19,North America,U.S. West,WIRL,VL,ZRE,-2,0,0
2019-04-23,North America,US-HSE,WIRL,VL,ZCRN,1,0,0
2019-04-28,North America,US-HSE,WIRL,VL,ZOR,53,0,"55,385.00"
2019-04-04,North America,Canada,WIRL,3P,SH,6,561.56,"1,548.54"
2019-04-05,North America,U.S. Central,WIRL,3P,SH,164,"3,045.70","8,680.00"
2019-04-14,North America,U.S. Central,WIRL,3P,ZCRN,117,0,0
2019-04-20,North America,U.S. Central,WIRL,3P,ZCRP,1,0,0
2019-04-03,North America,U.S. East,WIRL,3P,SH,38,"4,354.30","9,705.00"
2019-04-24,North America,U.S. East,WIRL,3P,ZCRN,20,"-1,243.80","-1,625.89"
2019-04-20,North America,U.S. Federal,WIRL,3P,ZCRN,2,0,0
2019-04-25,North America,U.S. West,WIRL,3P,SH,65,"2,873.46","8,060.00"
2019-04-06,North America,U.S. West,WIRL,3P,ZCRN,-6,"-1,689.84","-3,048.00"
2019-04-08,North America,Canada,WIRL,VL,SH,22590,"22,73,195.76","79,43,303.73"
2019-04-02,North America,Canada,WIRL,VL,ZCR,0,"-6,172.98","-18,551.57"
2019-04-23,North America,Canada,WIRL,VL,ZCRN,183,"-2,785.73","-3,666.18"
2019-04-08,North America,Canada,WIRL,VL,ZDR,0,"5,270.20","89,791.26"
2019-04-12,North America,Canada,WIRL,VL,ZOR,10362,"70,994.85","10,45,516.50"
2019-04-02,North America,U.S. Central,WIRL,VL,SH,52020,"84,59,653.78","2,53,34,606.66"
2019-04-02,North America,U.S. Central,WIRL,VL,ZCR,0,"-3,47,352.06","-7,35,290.00"
2019-04-24,North America,U.S. Central,WIRL,VL,ZCRN,-277,"-21,770.55","-32,364.59"
2019-04-20,North America,U.S. Central,WIRL,VL,ZDR,0,"3,57,980.28","7,64,316.57"
2019-04-02,North America,U.S. Central,WIRL,VL,ZOR,503,"2,39,546.35","4,65,385.27"
2019-04-13,North America,U.S. East,WIRL,VL,SH,56810,"85,39,591.21","2,68,40,365.78"
2019-04-16,North America,U.S. East,WIRL,VL,ZCR,0,"-10,764.18","-18,229.34"
2019-04-21,North America,U.S. East,WIRL,VL,ZCRN,45,-9.12,-12
2019-04-17,North America,U.S. East,WIRL,VL,ZDR,0,"10,708.10","22,469.34"
2019-04-10,North America,U.S. East,WIRL,VL,ZOR,443,"1,34,052.51","3,45,911.86"
2019-04-05,North America,U.S. Federal,WIRL,VL,SH,13118,"20,29,433.84","64,11,863.86"
2019-04-23,North America,U.S. Federal,WIRL,VL,ZDR,0,"5,527.50","17,345.00"
2019-04-26,North America,U.S. Federal,WIRL,VL,ZOR,6000,"3,56,000.00","8,90,000.00"
2019-04-16,North America,U.S. West,WIRL,VL,SH,40570,"75,23,852.87","2,19,83,202.74"
2019-04-15,North America,U.S. West,WIRL,VL,ZCRN,9,0,0
2019-04-18,North America,U.S. West,WIRL,VL,ZOR,5784,"11,34,707.45","42,08,034.49"
2019-04-24,North America,U.S. West,WIRL,VL,ZRE,-7,"-1,686.30","-2,555.00"
2019-04-25,North America,US-HSE,WIRL,VL,SH,4,46.88,104.16
2019-04-03,North America,Canada,WIRL,3P,SH,10,915,"2,555.90"
2019-04-15,North America,U.S. Central,WIRL,3P,SH,106,"2,513.14","7,175.00"
2019-04-16,North America,U.S. Central,WIRL,3P,ZCRN,10,0,0
2019-04-02,North America,U.S. East,WIRL,3P,SH,18,"1,161.24","3,330.00"
2019-04-02,North America,U.S. East,WIRL,3P,ZCRN,23,0,0
2019-04-23,North America,U.S. East,WIRL,3P,ZOR,30,"2,572.50","7,500.00"
2019-04-02,North America,U.S. West,WIRL,3P,SH,8,249.99,710
2019-04-28,North America,U.S. West,WIRL,3P,ZCRN,3,0,0
2019-04-13,North America,US-HSE,WIRL,3P,SH,4,39.35,120
2019-04-20,North America,Canada,WIRL,VL,SH,16694,"25,59,807.37","81,00,513.73"
2019-04-24,North America,Canada,WIRL,VL,ZDR,0,"4,381.19","25,929.71"
2019-04-03,North America,Canada,WIRL,VL,ZOR,63,"3,173.81","8,828.25"
2019-04-28,North America,U.S. Central,WIRL,VL,SH,65617,"88,81,079.67","2,88,76,989.64"
2019-04-17,North America,U.S. Central,WIRL,VL,ZCRN,101,"-1,730.33","-1,695.28"
2019-04-17,North America,U.S. Central,WIRL,VL,ZOR,1687,"3,91,296.65","14,83,677.92"
2019-04-14,North America,U.S. East,WIRL,VL,SH,37672,"65,40,335.56","1,86,85,374.04"
2019-04-15,North America,U.S. East,WIRL,VL,ZCR,0,"-8,074.00","-20,185.00"
2019-04-11,North America,U.S. East,WIRL,VL,ZCRN,64,"-13,675.68","-38,694.22"
2019-04-03,North America,U.S. East,WIRL,VL,ZDR,0,"1,03,741.00","1,65,135.00"
2019-04-03,North America,U.S. East,WIRL,VL,ZOR,2075,"5,45,319.94","13,85,497.95"
2019-04-23,North America,U.S. East,WIRL,VL,ZRE,-18,"-4,803.66","-13,455.00"
2019-04-04,North America,U.S. Federal,WIRL,VL,SH,8650,"13,80,367.23","32,08,369.89"
2019-04-12,North America,U.S. Federal,WIRL,VL,ZCRN,23,0,0
2019-04-21,North America,U.S. Federal,WIRL,VL,ZOR,355,"96,660.00","2,16,840.00"
2019-04-02,North America,U.S. West,WIRL,VL,SH,38038,"47,49,465.13","1,50,93,620.29"
2019-04-01,North America,U.S. West,WIRL,VL,ZCR,0,"-1,278.40","-3,995.00"
2019-04-16,North America,U.S. West,WIRL,VL,ZCRN,-1882,"-12,925.94","-37,316.30"
2019-04-23,North America,U.S. West,WIRL,VL,ZDR,0,"58,858.80","89,180.00"
2019-04-04,North America,U.S. West,WIRL,VL,ZOR,7004,"6,73,682.97","29,25,778.94"
2019-04-12,North America,US-HSE,WIRL,VL,SH,56,"26,681.75","69,354.66"
2019-04-14,North America,Canada,WIRL,3P,SH,18,325.6,925.34
2019-04-17,North America,U.S. Central,WIRL,3P,SH,19,"1,461.95","4,095.00"
2019-04-05,North America,U.S. Central,WIRL,3P,ZCRN,9,0,0
2019-04-06,North America,U.S. Central,WIRL,3P,ZOR,30,"2,572.50","7,500.00"
2019-04-28,North America,U.S. East,WIRL,3P,SH,47,"3,585.37","10,105.00"
2019-04-06,North America,U.S. East,WIRL,3P,ZCRN,60,0,0
2019-04-16,North America,U.S. East,WIRL,3P,ZRE,-4,-214.5,-340
2019-04-05,North America,U.S. West,WIRL,3P,SH,38,"1,629.99","4,665.00"
2019-04-14,North America,U.S. West,WIRL,3P,ZCRN,21,0,0
2019-04-22,North America,Canada,WIRL,VL,SH,15503,"19,71,878.38","59,15,493.73"
2019-04-01,North America,Canada,WIRL,VL,ZCR,0,"-4,426.84","-26,163.77"
2019-04-04,North America,Canada,WIRL,VL,ZCRN,-37,"-6,355.01","-8,361.85"
2019-04-01,North America,Canada,WIRL,VL,ZDR,0,"5,273.24","30,886.28"
2019-04-27,North America,Canada,WIRL,VL,ZOR,4536,"2,35,089.29","6,71,676.09"
2019-04-15,North America,U.S. Central,WIRL,VL,SH,58335,"79,30,652.05","2,35,93,295.71"
2019-04-07,North America,U.S. Central,WIRL,VL,ZCR,0,"-24,34,297.80","-64,80,629.14"
2019-04-26,North America,U.S. Central,WIRL,VL,ZCRN,205,"-1,657.32","-1,977.48"
2019-04-25,North America,U.S. Central,WIRL,VL,ZDR,0,"21,39,747.80","64,80,629.14"
2019-04-02,North America,U.S. Central,WIRL,VL,ZOR,1992,"3,64,924.79","11,01,672.07"
2019-04-18,North America,U.S. Central,WIRL,VL,ZRE,-7,"-13,632.30","-36,620.00"
2019-04-28,North America,U.S. East,WIRL,VL,SH,139821,"80,32,708.56","3,88,62,871.12"
2019-04-01,North America,U.S. East,WIRL,VL,ZCRN,141,-320.76,-426.6
2019-04-12,North America,U.S. East,WIRL,VL,ZOR,679,"1,65,573.04","4,00,581.60"
2019-04-19,North America,U.S. East,WIRL,VL,ZRE,-6,-998.85,"-2,182.56"
2019-04-12,North America,U.S. Federal,WIRL,VL,SH,4409,"7,78,311.79","23,98,999.87"
2019-04-08,North America,U.S. Federal,WIRL,VL,ZCRN,23,0,0
2019-04-16,North America,U.S. Federal,WIRL,VL,ZOR,422,"1,04,416.30","2,17,335.00"
2019-04-06,North America,U.S. West,WIRL,VL,SH,61269,"63,26,731.32","2,17,42,683.50"
2019-04-12,North America,U.S. West,WIRL,VL,ZCR,0,"-93,441.06","-1,75,690.00"
2019-04-19,North America,U.S. West,WIRL,VL,ZCRN,178,"-2,185.56","11,569.44"
2019-04-09,North America,U.S. West,WIRL,VL,ZDR,0,"97,925.85","1,80,175.00"
2019-04-23,North America,U.S. West,WIRL,VL,ZOR,20656,"14,47,715.37","42,80,990.10"
2019-04-22,North America,U.S. West,WIRL,VL,ZRE,-28,"-17,377.80","-26,330.00"
2019-04-20,North America,US-HSE,WIRL,VL,SH,-12,"-4,310.52","-12,540.00"
2019-04-16,North America,Canada,WIRL,3P,SH,28,"1,496.08","4,244.73"
2019-04-19,North America,U.S. Central,WIRL,3P,SH,76,"2,465.94","6,980.00"
2019-04-02,North America,U.S. Central,WIRL,3P,ZCRN,6,0,0
2019-04-02,North America,U.S. East,WIRL,3P,SH,25,"1,585.25","4,510.00"
2019-04-27,North America,U.S. East,WIRL,3P,ZCRN,5,0,0
2019-04-03,North America,U.S. East,WIRL,3P,ZDR,0,214.5,340
2019-04-04,North America,U.S. East,WIRL,3P,ZOR,6,693.88,"1,299.42"
2019-04-15,North America,U.S. West,WIRL,3P,SH,39,"2,773.96","7,750.00"
2019-04-18,North America,Canada,WIRL,VL,SH,23382,"45,42,099.15","1,37,01,546.52"
2019-04-05,North America,Canada,WIRL,VL,ZCRN,835,0,0
2019-04-05,North America,Canada,WIRL,VL,ZDR,0,"1,73,259.97","8,24,088.75"
2019-04-05,North America,Canada,WIRL,VL,ZOR,398,"55,906.45","2,01,206.98"
2019-04-12,North America,U.S. Central,WIRL,VL,SH,44646,"84,76,636.04","2,51,71,295.97"
2019-04-20,North America,U.S. Central,WIRL,VL,ZCRN,10,0,0
2019-04-19,North America,U.S. Central,WIRL,VL,ZDR,0,"1,735.80","2,630.00"
2019-04-04,North America,U.S. Central,WIRL,VL,ZOR,2112,"3,08,839.85","11,79,167.00"
2019-04-20,North America,U.S. East,WIRL,VL,SH,58000,"88,01,171.91","2,68,09,449.26"
2019-04-14,North America,U.S. East,WIRL,VL,ZCRN,278,"-64,669.92","-85,327.08"
2019-04-10,North America,U.S. East,WIRL,VL,ZDR,0,"9,039.54","23,183.00"
2019-04-14,North America,U.S. East,WIRL,VL,ZOR,7230,"8,84,825.56","31,02,161.39"
2019-04-06,North America,U.S. East,WIRL,VL,ZOTM,1,0,0
2019-04-24,North America,U.S. East,WIRL,VL,ZRE,-36,0,"-10,620.00"
2019-04-05,North America,U.S. Federal,WIRL,VL,SH,18668,"19,46,110.54","49,40,914.69"
2019-04-15,North America,U.S. Federal,WIRL,VL,ZCRN,1,0,0
2019-04-13,North America,U.S. Federal,WIRL,VL,ZOR,199,"49,980.35","90,985.60"
2019-04-18,North America,U.S. West,WIRL,VL,SH,29096,"45,31,909.22","1,27,11,424.61"
2019-04-04,North America,U.S. West,WIRL,VL,ZCR,0,-179.4,-345
2019-04-07,North America,U.S. West,WIRL,VL,ZCRN,-218,"-6,108.90","-8,108.76"
2019-04-27,North America,U.S. West,WIRL,VL,ZDR,0,"17,377.80","26,330.00"
2019-04-06,North America,U.S. West,WIRL,VL,ZOR,10958,"10,08,938.05","29,60,852.40"
2019-04-05,North America,US-HSE,WIRL,VL,SH,25,"5,374.75","18,250.00"
2019-04-20,APJ,India,DCS,1U,SH,2,"1,472.97","9,350.33"
2019-04-03,APJ,SEA & Taiwan,DCS,1U,SH,40,"51,274.14","1,83,620.43"
2019-04-12,APJ,SEA & Taiwan,DCS,FA,SH,2,"5,814.68","26,185.20"
2019-04-25,APJ,India,DCS,I6,SH,2,"8,205.30","66,783.46"
2019-04-24,APJ,SEA & Taiwan,DCS,I6,SH,19,"89,832.27","3,87,208.07"
2019-04-08,APJ,SEA & Taiwan,DCS,I6,ZOR,2,"32,443.66","1,13,837.41"
2019-04-23,APJ,India,DCS,L1,SH,10,"54,239.88","93,843.80"
2019-04-01,APJ,China,DCS,NT,ZOR,32,"16,996.54","3,63,648.63"
2019-04-09,APJ,Hong Kong/Macau,DCS,NT,ZOR,24,"7,036.37","19,271.43"
2019-04-16,APJ,India,DCS,NT,SH,616,"1,92,599.86","16,01,445.51"
2019-04-02,APJ,India,DCS,NT,ZOR,14,"6,624.41","7,385.28"
2019-04-18,APJ,Japan,DCS,NT,SH,409,"3,51,988.00","14,81,251.59"
2019-04-11,APJ,Japan,DCS,NT,ZCR,0,"-20,529.10","-93,550.50"
2019-04-22,APJ,Japan,DCS,NT,ZDR,0,"20,388.52","93,550.50"
2019-04-11,APJ,Japan,DCS,NT,ZOR,318,"2,82,365.46","12,33,768.44"
2019-04-16,APJ,Korea,DCS,NT,SH,145,"85,699.21","4,86,262.86"
2019-04-10,APJ,Korea,DCS,NT,ZOR,25,"10,184.42","48,033.27"
2019-04-10,APJ,SEA & Taiwan,DCS,NT,SH,1987,"11,65,206.32","69,89,343.34"
2019-04-16,APJ,SEA & Taiwan,DCS,NT,ZOR,275,"1,41,320.23","6,42,653.06"
2019-04-26,APJ,South Pacific,DCS,NT,SH,276,"2,18,889.79","8,00,361.06"
2019-04-12,APJ,South Pacific,DCS,NT,ZCR,0,"-9,472.74","-27,064.93"
2019-04-04,APJ,South Pacific,DCS,NT,ZDR,0,"9,472.74","27,064.93"
2019-04-07,APJ,South Pacific,DCS,NT,ZOR,190,"1,20,082.28","4,56,619.10"
2019-04-19,APJ,South Pacific,DCS,NT,ZRE,-40,"-6,286.52","-22,459.42"
2019-04-06,APJ,SEA & Taiwan,DCS,1U,SH,13,"27,650.51","96,728.03"
2019-04-09,APJ,SEA & Taiwan,DCS,1U,ZOR,3,"3,414.00","11,380.00"
2019-04-09,APJ,South Pacific,DCS,1U,ZOR,1,981.96,"2,805.59"
2019-04-25,APJ,South Pacific,DCS,FA,ZCR,0,"-56,923.74","-1,89,745.99"
2019-04-19,APJ,South Pacific,DCS,FA,ZDR,0,"56,923.74","1,89,745.99"
2019-04-15,APJ,South Pacific,DCS,FA,ZOR,2,"9,544.06","31,813.56"
2019-04-13,APJ,India,DCS,I6,SH,74,"2,37,578.20","14,61,609.00"
2019-04-17,APJ,Korea,DCS,I6,SH,12,"29,267.42","2,40,682.68"
2019-04-02,APJ,SEA & Taiwan,DCS,I6,SH,76,"1,55,444.96","17,21,353.34"
2019-04-08,APJ,SEA & Taiwan,DCS,I6,ZOR,0,0,0
2019-04-15,APJ,India,DCS,L1,SH,2,"11,557.46","19,926.66"
2019-04-20,APJ,Japan,DCS,L1,ZOR,35,"36,900.66","61,501.10"
2019-04-14,APJ,South Pacific,DCS,L1,ZOR,8085,"11,69,964.39","37,54,586.78"
2019-04-18,APJ,China,DCS,NT,ZOR,47,"12,790.74","2,96,247.90"
2019-04-24,APJ,Hong Kong/Macau,DCS,NT,ZOR,12,"3,518.19","9,635.71"
2019-04-17,APJ,India,DCS,NT,SH,392,"3,35,744.04","14,10,249.01"
2019-04-13,APJ,India,DCS,NT,ZCR,0,"-5,739.53","-29,226.64"
2019-04-21,APJ,India,DCS,NT,ZCRN,180,0,0
2019-04-21,APJ,India,DCS,NT,ZDR,0,"5,739.53","29,226.64"
2019-04-08,APJ,India,DCS,NT,ZOR,126,"77,262.15","3,59,954.78"
2019-04-23,APJ,Japan,DCS,NT,SH,423,"3,26,010.00","14,85,023.04"
2019-04-19,APJ,Japan,DCS,NT,ZCR,0,"-16,231.35",0
2019-04-01,APJ,Japan,DCS,NT,ZOR,148,"1,37,533.95","6,61,938.06"
2019-04-25,APJ,Japan,DCS,NT,ZRE,-2,"-1,147.90","-1,147.90"
2019-04-03,APJ,Korea,DCS,NT,SH,336,"1,50,112.03","8,34,349.08"
2019-04-09,APJ,Korea,DCS,NT,ZOR,460,"2,98,170.75","13,65,650.01"
2019-04-28,APJ,SEA & Taiwan,DCS,NT,SH,3933,"20,04,556.92","1,36,75,562.16"
2019-04-26,APJ,SEA & Taiwan,DCS,NT,ZOR,105,"69,456.66","2,05,923.68"
2019-04-04,APJ,South Pacific,DCS,NT,SH,72,"34,300.24","1,32,247.54"
2019-04-18,APJ,South Pacific,DCS,NT,ZCR,0,"-33,504.16","-1,11,680.74"
2019-04-07,APJ,South Pacific,DCS,NT,ZDR,0,"33,504.16","1,11,680.74"
2019-04-07,APJ,South Pacific,DCS,NT,ZOR,323,"2,26,062.30","7,02,235.19"
2019-04-09,APJ,SEA & Taiwan,DCS,1U,SH,5,"4,189.65","20,636.93"
2019-04-11,APJ,South Pacific,DCS,1U,SH,2,"2,787.58","7,964.53"
2019-04-20,APJ,SEA & Taiwan,DCS,FA,SH,0,0,0
2019-04-17,APJ,India,DCS,I6,SH,38,"1,37,434.00","8,81,858.00"
2019-04-03,APJ,Korea,DCS,I6,SH,19,"85,521.88","5,10,049.00"
2019-04-03,APJ,Korea,DCS,I6,ZOR,6,"43,448.83","3,62,071.89"
2019-04-11,APJ,SEA & Taiwan,DCS,I6,SH,2,"14,584.38","3,00,708.68"
2019-04-23,APJ,India,DCS,L1,SH,2,"11,491.52","20,044.36"
2019-04-24,APJ,South Pacific,DCS,L1,ZOR,0,0,0
2019-04-24,APJ,China,DCS,NT,ZOR,115,"16,377.71","3,82,503.05"
2019-04-01,APJ,Hong Kong/Macau,DCS,NT,SH,61,"11,505.38","19,836.34"
2019-04-24,APJ,Hong Kong/Macau,DCS,NT,ZOR,8,307.12,"7,816.00"
2019-04-24,APJ,India,DCS,NT,SH,1065,"7,92,702.01","33,41,043.70"
2019-04-16,APJ,India,DCS,NT,ZOR,160,"1,97,884.67","6,57,900.89"
2019-04-17,APJ,Japan,DCS,NT,SH,718,"7,18,573.00","34,29,847.10"
2019-04-07,APJ,Japan,DCS,NT,ZCR,0,"-2,372.52",0
2019-04-20,APJ,Japan,DCS,NT,ZOR,80,"54,157.48","2,18,428.04"
2019-04-07,APJ,Korea,DCS,NT,SH,124,"87,122.72","5,01,998.68"
2019-04-13,APJ,Korea,DCS,NT,ZOR,324,"1,60,855.97","8,36,062.03"
2019-04-20,APJ,SEA & Taiwan,DCS,NT,SH,4323,"13,92,761.38","1,00,06,586.66"
2019-04-18,APJ,SEA & Taiwan,DCS,NT,ZMRE,-1,0,0
2019-04-18,APJ,SEA & Taiwan,DCS,NT,ZOR,36,"3,258.53","11,785.81"
2019-04-10,APJ,South Pacific,DCS,NT,SH,250,"1,37,802.06","4,86,857.67"
2019-04-03,APJ,South Pacific,DCS,NT,ZCR,0,"-4,168.02","-13,893.73"
2019-04-04,APJ,South Pacific,DCS,NT,ZDR,0,"4,168.02","13,893.41"
2019-04-23,APJ,South Pacific,DCS,NT,ZOR,70,"77,023.40","2,33,390.62"
2019-04-24,APJ,SEA & Taiwan,DCS,1U,SH,1,"1,359.17","4,530.56"
2019-04-04,APJ,SEA & Taiwan,DCS,1U,ZOR,3,"2,367.04","14,794.00"
2019-04-24,APJ,SEA & Taiwan,DCS,FA,SH,2,"14,883.36","62,014.00"
2019-04-27,APJ,Korea,DCS,I6,SH,29,"85,511.69","6,19,297.14"
2019-04-21,APJ,China,DCS,NT,ZOR,28,"13,729.93","3,97,611.32"
2019-04-22,APJ,Hong Kong/Macau,DCS,NT,SH,43,"46,863.84","80,799.78"
2019-04-08,APJ,Hong Kong/Macau,DCS,NT,ZOR,8,307.12,"7,816.00"
2019-04-24,APJ,India,DCS,NT,SH,183,"1,24,145.59","4,50,179.66"
2019-04-09,APJ,India,DCS,NT,ZCR,0,"-33,202.56","-1,69,073.07"
2019-04-05,APJ,India,DCS,NT,ZDR,0,"33,202.56","1,69,073.07"
2019-04-14,APJ,India,DCS,NT,ZOR,50,"2,225.45","10,696.82"
2019-04-01,APJ,Japan,DCS,NT,SH,554,"5,31,991.00","21,95,915.34"
2019-04-14,APJ,Japan,DCS,NT,ZCR,0,"-11,912.42",0
2019-04-08,APJ,Japan,DCS,NT,ZOR,96,"38,481.87","1,71,967.26"
2019-04-05,APJ,Korea,DCS,NT,SH,420,"2,43,450.83","14,14,300.73"
2019-04-16,APJ,Korea,DCS,NT,ZOR,16,"24,476.05","55,590.76"
2019-04-02,APJ,SEA & Taiwan,DCS,NT,SH,5105,"15,59,621.95","1,35,36,326.14"
2019-04-26,APJ,SEA & Taiwan,DCS,NT,ZCR,0,-412.97,"-1,448.54"
2019-04-25,APJ,SEA & Taiwan,DCS,NT,ZDR,0,412.97,"1,448.54"
2019-04-13,APJ,SEA & Taiwan,DCS,NT,ZOR,311,"87,800.09","4,64,533.26"
2019-04-12,APJ,South Pacific,DCS,NT,SH,154,"71,623.44","2,36,729.23"
2019-04-22,APJ,South Pacific,DCS,NT,ZOR,156,"91,342.57","7,07,380.99"
2019-04-17,APJ,South Pacific,DCS,NT,ZRE,-10,"-16,468.86","-47,053.79"
2019-04-09,APJ,Japan,DCS,1U,ZCR,0,-833.68,0
2019-04-23,APJ,Japan,DCS,1U,ZDR,0,69.58,0
2019-04-20,APJ,SEA & Taiwan,DCS,1U,SH,6,"5,645.60","18,818.66"
2019-04-24,APJ,China,DCS,FA,ZOR,2,"7,342.38","2,30,070.54"
2019-04-11,APJ,India,DCS,FA,SH,1,"6,593.44","11,368.00"
2019-04-27,APJ,SEA & Taiwan,DCS,FA,ZOR,2,"12,637.10","57,441.32"
2019-04-26,APJ,India,DCS,I6,SH,70,"5,91,490.83","18,34,145.62"
2019-04-03,APJ,Korea,DCS,I6,SH,58,"84,897.86","6,88,735.70"
2019-04-07,APJ,SEA & Taiwan,DCS,I6,SH,8,"53,851.44","6,73,142.92"
2019-04-06,APJ,South Pacific,DCS,L1,ZOR,2,"10,467.48","16,059.34"
2019-04-09,APJ,China,DCS,NT,ZCRN,2,0,0
2019-04-16,APJ,China,DCS,NT,ZOR,23,"4,769.59","1,13,914.37"
2019-04-14,APJ,Hong Kong/Macau,DCS,NT,ZOR,12,"2,497.26","9,623.44"
2019-04-26,APJ,India,DCS,NT,SH,686,"6,42,835.75","20,28,102.10"
2019-04-19,APJ,India,DCS,NT,ZCR,0,"-36,242.11","-1,91,257.45"
2019-04-15,APJ,India,DCS,NT,ZDR,0,"58,932.35","1,89,905.65"
2019-04-13,APJ,India,DCS,NT,ZOR,295,"2,27,784.26","7,18,778.79"
2019-04-23,APJ,Japan,DCS,NT,SH,475,"3,89,592.00","17,06,401.05"
2019-04-23,APJ,Japan,DCS,NT,ZCR,0,-32.61,0
2019-04-13,APJ,Japan,DCS,NT,ZOR,58,"49,915.85","2,24,216.35"
2019-04-20,APJ,Korea,DCS,NT,SH,1084,"8,21,800.75","60,04,931.43"
2019-04-01,APJ,Korea,DCS,NT,ZDR,0,667.72,"2,225.74"
2019-04-24,APJ,Korea,DCS,NT,ZOR,76,"41,139.72","2,08,553.57"
